Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
2975,US-2014-002975,29-04-2014,06-05-2014,Same Day,C-0122,Customer_122,Home Office,United States,Nevada,West,Furniture,Bookcases,2185.42,8,0.1,-31.01
2976,US-2016-002976,12-02-2016,19-02-2016,Second Class,C-0039,Customer_39,Corporate,United States,Tennessee,South,Technology,Phones,1146.64,2,0.3,-73.14
2977,US-2017-002977,28-08-2017,04-09-2017,Standard Class,C-0187,Customer_187,Consumer,United States,Louisiana,South,Technology,Phones,7452.29,6,0.2,253
2978,US-2015-002978,26-02-2015,27-02-2015,Same Day,C-0049,Customer_49,Corporate,United States,Florida,South,Office Supplies,Supplies,1222.06,7,0,372.16
2979,US-2017-002979,06-11-2017,11-11-2017,Second Class,C-0153,Customer_153,Corporate,United States,Virginia,East,Furniture,Furnishings,4905.1,14,0.4,-1889.53
2980,US-2017-002980,27-10-2017,30-10-2017,Standard Class,C-0008,Customer_8,Consumer,United States,Texas,Central,Furniture,Chairs,703.05,13,0.1,29.04
2981,US-2015-002981,27-05-2015,29-05-2015,Second Class,C-0144,Customer_144,Consumer,United States,California,West,Furniture,Tables,1018.85,5,0,148
2982,US-2015-002982,08-08-2015,14-08-2015,Second Class,C-0200,Customer_200,Consumer,United States,North Carolina,East,Furniture,Bookcases,7052.1,10,0,823.77
2983,US-2014-002983,19-10-2014,24-10-2014,First Class,C-0148,Customer_148,Home Office,United States,New York,East,Furniture,Tables,6095.16,9,0,654.52
2984,US-2014-002984,19-08-2014,21-08-2014,Standard Class,C-0071,Customer_71,Consumer,United States,Mississippi,South,Furniture,Bookcases,5359.62,10,0.3,-1037.7
2985,US-2016-002985,12-10-2016,17-10-2016,Second Class,C-0043,Customer_43,Consumer,United States,Louisiana,South,Technology,Copiers,12918.15,9,0,4105.43
2986,US-2014-002986,08-03-2014,11-03-2014,Second Class,C-0038,Customer_38,Home Office,United States,Georgia,South,Technology,Phones,3451.83,7,0.1,487.12
2987,US-2016-002987,09-09-2016,15-09-2016,First Class,C-0071,Customer_71,Consumer,United States,Massachusetts,East,Office Supplies,Supplies,163.22,2,0,45.51
2988,US-2015-002988,08-12-2015,10-12-2015,Same Day,C-0028,Customer_28,Home Office,United States,Washington,West,Furniture,Bookcases,2749.76,8,0,291.02
2989,US-2015-002989,03-06-2015,10-06-2015,Standard Class,C-0027,Customer_27,Home Office,United States,Nevada,West,Technology,Machines,5441.1,6,0,1635.99
2990,US-2016-002990,28-04-2016,03-05-2016,Same Day,C-0098,Customer_98,Corporate,United States,Missouri,Central,Technology,Phones,447.95,2,0.1,50.67
2991,US-2016-002991,29-03-2016,04-04-2016,Standard Class,C-0020,Customer_20,Consumer,United States,Arizona,West,Technology,Accessories,9087.65,13,0,2663.22
2992,US-2016-002992,22-10-2016,24-10-2016,Same Day,C-0067,Customer_67,Home Office,United States,Ohio,East,Technology,Copiers,9566.36,9,0.3,-341.44
2993,US-2015-002993,01-07-2015,08-07-2015,Standard Class,C-0128,Customer_128,Home Office,United States,Georgia,South,Furniture,Chairs,729.26,4,0.3,-191.6
2994,US-2017-002994,13-10-2017,17-10-2017,Same Day,C-0087,Customer_87,Home Office,United States,Michigan,Central,Office Supplies,Fasteners,4.04,1,0.4,-0.5
2995,US-2016-002995,13-10-2016,20-10-2016,Second Class,C-0165,Customer_165,Corporate,United States,Arizona,West,Technology,Accessories,7755.64,4,0,2239.09
2996,US-2017-002996,27-08-2017,03-09-2017,Same Day,C-0033,Customer_33,Corporate,United States,Mississippi,South,Office Supplies,Binders,2101.2,12,0,734.97
2997,US-2017-002997,22-10-2017,28-10-2017,Same Day,C-0169,Customer_169,Corporate,United States,Oregon,West,Technology,Machines,1960.69,1,0,501.67
2998,US-2017-002998,30-10-2017,02-11-2017,Standard Class,C-0147,Customer_147,Consumer,United States,Wisconsin,Central,Technology,Copiers,2441.97,9,0,757.87
2999,US-2015-002999,18-07-2015,25-07-2015,First Class,C-0193,Customer_193,Home Office,United States,Minnesota,Central,Technology,Accessories,3134.27,9,0.4,-482.3
3000,US-2014-003000,20-12-2014,27-12-2014,Same Day,C-0004,Customer_4,Home Office,United States,Texas,Central,Office Supplies,Supplies,555.92,10,0.2,35.32
3001,US-2015-003001,07-06-2015,10-06-2015,Same Day,C-0047,Customer_47,Corporate,United States,Michigan,Central,Office Supplies,Fasteners,821.38,7,0,290.38
3002,US-2016-003002,10-06-2016,12-06-2016,Same Day,C-0179,Customer_179,Home Office,United States,Arkansas,South,Furniture,Bookcases,1008.6,6,0,71.81
3003,US-2015-003003,24-02-2015,27-02-2015,First Class,C-0184,Customer_184,Home Office,United States,New Jersey,East,Technology,Copiers,7557.89,8,0.2,451.29
3004,US-2016-003004,18-04-2016,24-04-2016,Second Class,C-0060,Customer_60,Home Office,United States,Washington,West,Furniture,Chairs,1919.16,9,0,187.79
3005,US-2017-003005,07-11-2017,13-11-2017,Standard Class,C-0125,Customer_125,Corporate,United States,Wisconsin,Central,Office Supplies,Binders,22.65,1,0,7.38
3006,US-2017-003006,27-07-2017,02-08-2017,First Class,C-0175,Customer_175,Home Office,United States,Georgia,South,Office Supplies,Labels,671.84,8,0,231.01
3007,US-2017-003007,19-02-2017,22-02-2017,Standard Class,C-0200,Customer_200,Consumer,United States,Oregon,West,Office Supplies,Labels,2215.2,12,0,736.67
3008,US-2014-003008,03-11-2014,10-11-2014,Second Class,C-0063,Customer_63,Home Office,United States,Arkansas,South,Furniture,Bookcases,2222.88,11,0,274.5
3009,US-2017-003009,21-03-2017,26-03-2017,Standard Class,C-0104,Customer_104,Consumer,United States,Ohio,East,Office Supplies,Envelopes,350.97,11,0.3,-17.04
3010,US-2014-003010,16-07-2014,23-07-2014,Standard Class,C-0164,Customer_164,Home Office,United States,Ohio,East,Furniture,Furnishings,2600.52,6,0,371.55
3011,US-2017-003011,14-10-2017,19-10-2017,First Class,C-0135,Customer_135,Home Office,United States,Arkansas,South,Furniture,Chairs,898.31,2,0.4,-324.5
3012,US-2015-003012,08-09-2015,12-09-2015,First Class,C-0107,Customer_107,Consumer,United States,New York,East,Technology,Phones,3575.52,5,0.1,739.36
3013,US-2017-003013,26-03-2017,30-03-2017,First Class,C-0130,Customer_130,Home Office,United States,Arkansas,South,Technology,Phones,6673.58,13,0.2,134.79
3014,US-2017-003014,24-01-2017,31-01-2017,First Class,C-0188,Customer_188,Corporate,United States,Georgia,South,Office Supplies,Appliances,443.02,12,0.1,98.42
3015,US-2016-003015,27-07-2016,28-07-2016,Standard Class,C-0144,Customer_144,Consumer,United States,Ohio,East,Office Supplies,Envelopes,639.86,8,0.3,-17.11
3016,US-2014-003016,27-06-2014,04-07-2014,Standard Class,C-0086,Customer_86,Corporate,United States,Pennsylvania,East,Technology,Accessories,13963.54,9,0.2,427.53
3017,US-2017-003017,25-09-2017,29-09-2017,Same Day,C-0016,Customer_16,Corporate,United States,North Carolina,East,Office Supplies,Supplies,105.72,12,0,32.36
3018,US-2016-003018,29-07-2016,30-07-2016,Same Day,C-0141,Customer_141,Corporate,United States,Illinois,Central,Technology,Machines,2922.15,5,0.3,-225.12
3019,US-2015-003019,22-01-2015,28-01-2015,Same Day,C-0184,Customer_184,Home Office,United States,Arkansas,South,Technology,Phones,1337.86,1,0.2,99.37
3020,US-2016-003020,16-12-2016,22-12-2016,Same Day,C-0063,Customer_63,Home Office,United States,California,West,Furniture,Chairs,6910.08,12,0,1041.75
3021,US-2017-003021,14-03-2017,19-03-2017,Second Class,C-0010,Customer_10,Consumer,United States,Pennsylvania,East,Furniture,Chairs,1905.75,5,0.1,32.85
3022,US-2016-003022,18-04-2016,24-04-2016,Second Class,C-0185,Customer_185,Home Office,United States,Indiana,Central,Furniture,Furnishings,3514.8,10,0,412.91
3023,US-2015-003023,11-10-2015,15-10-2015,Second Class,C-0069,Customer_69,Consumer,United States,Utah,West,Furniture,Furnishings,2785.16,7,0,271.88
3024,US-2016-003024,03-07-2016,08-07-2016,First Class,C-0042,Customer_42,Consumer,United States,Wisconsin,Central,Office Supplies,Binders,705.17,8,0.1,166.36
3025,US-2014-003025,02-11-2014,03-11-2014,Second Class,C-0079,Customer_79,Home Office,United States,Illinois,Central,Furniture,Tables,4920.17,7,0.1,241.92
3026,US-2017-003026,20-09-2017,23-09-2017,First Class,C-0033,Customer_33,Corporate,United States,Washington,West,Office Supplies,Supplies,572.52,3,0,179.96
3027,US-2015-003027,13-06-2015,20-06-2015,Standard Class,C-0184,Customer_184,Home Office,United States,Nevada,West,Technology,Copiers,9517.68,12,0,2600.88
3028,US-2016-003028,29-03-2016,04-04-2016,Same Day,C-0039,Customer_39,Corporate,United States,New Jersey,East,Furniture,Furnishings,797.1,6,0,100.27
3029,US-2014-003029,07-05-2014,13-05-2014,First Class,C-0148,Customer_148,Home Office,United States,New Jersey,East,Office Supplies,Storage,2358.58,14,0,807.42
3030,US-2016-003030,05-10-2016,09-10-2016,Second Class,C-0054,Customer_54,Home Office,United States,Wisconsin,Central,Technology,Accessories,7944.68,4,0,2250.56
3031,US-2016-003031,11-08-2016,13-08-2016,Second Class,C-0041,Customer_41,Corporate,United States,Virginia,East,Office Supplies,Art,1091.68,8,0,376.73
3032,US-2017-003032,02-12-2017,08-12-2017,Standard Class,C-0060,Customer_60,Home Office,United States,California,West,Technology,Copiers,1109.28,1,0,270.95
3033,US-2014-003033,23-01-2014,26-01-2014,Second Class,C-0053,Customer_53,Consumer,United States,California,West,Office Supplies,Envelopes,181.73,4,0.1,39.67
3034,US-2016-003034,22-01-2016,26-01-2016,Standard Class,C-0132,Customer_132,Home Office,United States,Wisconsin,Central,Technology,Machines,2030.64,3,0.1,334.53
3035,US-2014-003035,26-07-2014,31-07-2014,First Class,C-0119,Customer_119,Home Office,United States,Alabama,South,Technology,Copiers,19486.79,13,0.2,735.66
3036,US-2017-003036,29-08-2017,04-09-2017,Same Day,C-0099,Customer_99,Corporate,United States,New Jersey,East,Office Supplies,Storage,346.77,5,0.1,62.67
3037,US-2016-003037,29-09-2016,05-10-2016,Second Class,C-0037,Customer_37,Consumer,United States,Missouri,Central,Technology,Machines,10083.28,8,0,2610.93
3038,US-2015-003038,10-02-2015,16-02-2015,Same Day,C-0038,Customer_38,Home Office,United States,New Jersey,East,Office Supplies,Envelopes,876.58,9,0.1,154.55
3039,US-2015-003039,29-03-2015,03-04-2015,Same Day,C-0143,Customer_143,Consumer,United States,Louisiana,South,Technology,Phones,16423.65,10,0.1,3311.48
3040,US-2014-003040,14-06-2014,20-06-2014,First Class,C-0056,Customer_56,Home Office,United States,Minnesota,Central,Office Supplies,Art,51.41,1,0,16.5
3041,US-2016-003041,14-01-2016,21-01-2016,Standard Class,C-0173,Customer_173,Consumer,United States,Minnesota,Central,Furniture,Bookcases,6166.16,11,0,636.11
3042,US-2016-003042,09-04-2016,15-04-2016,Standard Class,C-0189,Customer_189,Consumer,United States,Virginia,East,Office Supplies,Appliances,917.14,7,0,274.93
3043,US-2016-003043,27-05-2016,29-05-2016,Second Class,C-0077,Customer_77,Corporate,United States,New York,East,Office Supplies,Appliances,962.28,9,0.1,152.91
3044,US-2015-003044,28-09-2015,30-09-2015,Same Day,C-0136,Customer_136,Corporate,United States,Illinois,Central,Furniture,Tables,1178.52,7,0,124.04
3045,US-2015-003045,26-02-2015,03-03-2015,Same Day,C-0174,Customer_174,Home Office,United States,Illinois,Central,Furniture,Bookcases,1973.56,4,0,204.62
3046,US-2015-003046,19-10-2015,26-10-2015,First Class,C-0052,Customer_52,Corporate,United States,New York,East,Office Supplies,Fasteners,423.64,7,0.2,40.37
3047,US-2015-003047,21-03-2015,22-03-2015,Standard Class,C-0015,Customer_15,Home Office,United States,Arizona,West,Office Supplies,Envelopes,446.91,3,0,150.26
3048,US-2015-003048,30-03-2015,05-04-2015,Second Class,C-0053,Customer_53,Consumer,United States,Indiana,Central,Furniture,Furnishings,2876.3,6,0.2,-356.31
3049,US-2015-003049,07-08-2015,12-08-2015,Same Day,C-0048,Customer_48,Consumer,United States,Minnesota,Central,Technology,Accessories,4601.4,5,0.2,-15.96
3050,US-2014-003050,10-03-2014,15-03-2014,Standard Class,C-0025,Customer_25,Home Office,United States,Texas,Central,Office Supplies,Binders,504,5,0.1,111.89
3051,US-2016-003051,26-04-2016,29-04-2016,First Class,C-0114,Customer_114,Consumer,United States,Missouri,Central,Technology,Accessories,8391.84,13,0.3,-346.95
3052,US-2017-003052,11-06-2017,14-06-2017,First Class,C-0171,Customer_171,Consumer,United States,Illinois,Central,Furniture,Bookcases,734.58,2,0.1,-32.45
3053,US-2016-003053,12-10-2016,13-10-2016,Same Day,C-0006,Customer_6,Consumer,United States,Missouri,Central,Office Supplies,Art,642.18,5,0.3,-15.61
3054,US-2015-003054,18-12-2015,25-12-2015,Same Day,C-0028,Customer_28,Home Office,United States,North Carolina,East,Technology,Machines,7441,14,0,2035.36
3055,US-2017-003055,11-11-2017,13-11-2017,Same Day,C-0066,Customer_66,Consumer,United States,Ohio,East,Furniture,Tables,5945.16,13,0,874.53
3056,US-2017-003056,12-09-2017,15-09-2017,Same Day,C-0084,Customer_84,Consumer,United States,Mississippi,South,Technology,Phones,3033.66,7,0.4,-590.62
3057,US-2016-003057,25-06-2016,26-06-2016,Second Class,C-0078,Customer_78,Corporate,United States,Massachusetts,East,Office Supplies,Envelopes,373.25,8,0.2,24.44
3058,US-2016-003058,27-10-2016,28-10-2016,Same Day,C-0131,Customer_131,Corporate,United States,Virginia,East,Furniture,Tables,1822.95,3,0,171.31
3059,US-2015-003059,29-07-2015,02-08-2015,Second Class,C-0166,Customer_166,Home Office,United States,North Carolina,East,Office Supplies,Supplies,932.1,5,0,333.21
3060,US-2014-003060,29-12-2014,30-12-2014,Second Class,C-0104,Customer_104,Consumer,United States,North Carolina,East,Office Supplies,Fasteners,348.74,14,0,95.28
3061,US-2015-003061,06-03-2015,09-03-2015,First Class,C-0017,Customer_17,Consumer,United States,Arizona,West,Technology,Phones,8838.9,7,0,2033.56
3062,US-2016-003062,04-04-2016,07-04-2016,Same Day,C-0016,Customer_16,Corporate,United States,Utah,West,Technology,Copiers,4257.59,5,0.1,716.48
3063,US-2014-003063,30-12-2014,31-12-2014,First Class,C-0110,Customer_110,Corporate,United States,Texas,Central,Technology,Accessories,1970.78,1,0,566.51
3064,US-2017-003064,25-12-2017,30-12-2017,Standard Class,C-0081,Customer_81,Consumer,United States,Missouri,Central,Furniture,Furnishings,4117.52,11,0.2,-682.52
3065,US-2015-003065,17-03-2015,19-03-2015,First Class,C-0081,Customer_81,Consumer,United States,Texas,Central,Office Supplies,Art,458.43,3,0.1,101.55
3066,US-2015-003066,09-10-2015,15-10-2015,Standard Class,C-0058,Customer_58,Corporate,United States,New York,East,Office Supplies,Fasteners,2251.73,13,0,684.24
3067,US-2014-003067,05-03-2014,06-03-2014,Second Class,C-0133,Customer_133,Home Office,United States,Georgia,South,Technology,Phones,7861.01,14,0.1,1230.8
3068,US-2016-003068,28-02-2016,05-03-2016,Standard Class,C-0096,Customer_96,Consumer,United States,Florida,South,Office Supplies,Storage,500.48,10,0.2,43.96
3069,US-2014-003069,16-03-2014,19-03-2014,First Class,C-0161,Customer_161,Home Office,United States,Arizona,West,Office Supplies,Fasteners,211.03,2,0.1,47.26
3070,US-2014-003070,16-06-2014,21-06-2014,Same Day,C-0148,Customer_148,Home Office,United States,Massachusetts,East,Furniture,Furnishings,7043.4,13,0,498.52
3071,US-2017-003071,19-12-2017,21-12-2017,First Class,C-0157,Customer_157,Corporate,United States,Oregon,West,Technology,Accessories,704.39,1,0.3,-84.43
3072,US-2014-003072,15-10-2014,16-10-2014,Second Class,C-0152,Customer_152,Corporate,United States,Pennsylvania,East,Technology,Accessories,5870.75,5,0,1429.39
3073,US-2017-003073,25-09-2017,26-09-2017,Second Class,C-0198,Customer_198,Corporate,United States,Massachusetts,East,Furniture,Chairs,5626.48,8,0,916.51
3074,US-2014-003074,13-11-2014,19-11-2014,Same Day,C-0143,Customer_143,Consumer,United States,North Carolina,East,Furniture,Furnishings,2255.4,5,0,181.83
3075,US-2014-003075,09-03-2014,15-03-2014,Second Class,C-0107,Customer_107,Consumer,United States,Illinois,Central,Office Supplies,Paper,159.17,1,0.2,17.99
3076,US-2014-003076,11-12-2014,12-12-2014,Standard Class,C-0082,Customer_82,Corporate,United States,Tennessee,South,Furniture,Chairs,2318.59,9,0.3,-657.67
3077,US-2017-003077,30-09-2017,06-10-2017,Second Class,C-0171,Customer_171,Consumer,United States,California,West,Office Supplies,Paper,1540.11,14,0.2,188.84
3078,US-2017-003078,04-04-2017,10-04-2017,Second Class,C-0084,Customer_84,Consumer,United States,Washington,West,Furniture,Furnishings,366.19,1,0,29.85
3079,US-2017-003079,10-02-2017,16-02-2017,Standard Class,C-0088,Customer_88,Home Office,United States,Colorado,West,Office Supplies,Supplies,125.02,14,0,38.59
3080,US-2015-003080,14-08-2015,17-08-2015,Standard Class,C-0104,Customer_104,Consumer,United States,Utah,West,Office Supplies,Storage,221.04,6,0,76.36
3081,US-2016-003081,09-04-2016,16-04-2016,First Class,C-0109,Customer_109,Consumer,United States,Arkansas,South,Technology,Phones,2613.31,13,0.2,119.38
3082,US-2017-003082,13-01-2017,19-01-2017,Standard Class,C-0192,Customer_192,Consumer,United States,Oregon,West,Furniture,Chairs,4237.8,12,0.3,-1120.2
3083,US-2017-003083,28-02-2017,03-03-2017,First Class,C-0061,Customer_61,Corporate,United States,Wisconsin,Central,Furniture,Furnishings,2115.86,5,0.1,67.76
3084,US-2016-003084,27-04-2016,04-05-2016,Second Class,C-0190,Customer_190,Home Office,United States,Colorado,West,Furniture,Chairs,9095.4,12,0,999.02
3085,US-2015-003085,15-12-2015,20-12-2015,Standard Class,C-0176,Customer_176,Corporate,United States,Pennsylvania,East,Office Supplies,Appliances,398.09,8,0.1,70.63
3086,US-2015-003086,18-08-2015,23-08-2015,First Class,C-0159,Customer_159,Consumer,United States,Colorado,West,Office Supplies,Storage,894.38,8,0.4,-148.19
3087,US-2015-003087,13-08-2015,17-08-2015,Same Day,C-0049,Customer_49,Corporate,United States,Ohio,East,Office Supplies,Appliances,1054.95,13,0,348.19
3088,US-2016-003088,11-10-2016,13-10-2016,Same Day,C-0025,Customer_25,Home Office,United States,New York,East,Furniture,Bookcases,793.5,2,0,112.06
3089,US-2017-003089,06-11-2017,10-11-2017,Second Class,C-0150,Customer_150,Home Office,United States,Alabama,South,Technology,Accessories,9737.64,10,0.4,-2351.83
3090,US-2016-003090,28-03-2016,01-04-2016,Standard Class,C-0036,Customer_36,Consumer,United States,Indiana,Central,Office Supplies,Appliances,436.59,13,0.2,18.66
3091,US-2016-003091,16-09-2016,22-09-2016,Standard Class,C-0141,Customer_141,Corporate,United States,Indiana,Central,Office Supplies,Supplies,147.94,2,0.1,34.61
3092,US-2014-003092,20-11-2014,21-11-2014,First Class,C-0176,Customer_176,Corporate,United States,Minnesota,Central,Furniture,Chairs,6303.53,14,0.4,-2454.42
3093,US-2015-003093,03-01-2015,05-01-2015,First Class,C-0083,Customer_83,Corporate,United States,Illinois,Central,Technology,Machines,1503.73,3,0.3,-70.5
3094,US-2017-003094,14-05-2017,18-05-2017,Standard Class,C-0191,Customer_191,Home Office,United States,Oregon,West,Office Supplies,Labels,320.4,8,0,113.72
3095,US-2015-003095,12-04-2015,15-04-2015,Second Class,C-0003,Customer_3,Consumer,United States,Pennsylvania,East,Office Supplies,Fasteners,258.45,13,0.1,52.08
3096,US-2015-003096,14-08-2015,20-08-2015,Second Class,C-0005,Customer_5,Corporate,United States,Virginia,East,Furniture,Tables,552.82,4,0.1,11.67
3097,US-2015-003097,13-06-2015,19-06-2015,Second Class,C-0038,Customer_38,Home Office,United States,California,West,Office Supplies,Labels,252.1,12,0.2,30.47
3098,US-2016-003098,14-11-2016,16-11-2016,First Class,C-0072,Customer_72,Corporate,United States,Texas,Central,Technology,Copiers,13093.34,12,0.4,-2381.79
3099,US-2014-003099,06-11-2014,12-11-2014,First Class,C-0124,Customer_124,Consumer,United States,Minnesota,Central,Office Supplies,Appliances,152.48,1,0,42.92
3100,US-2016-003100,04-10-2016,09-10-2016,Standard Class,C-0059,Customer_59,Consumer,United States,Georgia,South,Technology,Accessories,2363.85,9,0,553.76
3101,US-2016-003101,16-04-2016,19-04-2016,Same Day,C-0039,Customer_39,Corporate,United States,Indiana,Central,Furniture,Tables,3950.04,9,0.3,-973.6
3102,US-2016-003102,13-07-2016,16-07-2016,First Class,C-0093,Customer_93,Consumer,United States,Oregon,West,Office Supplies,Envelopes,418.04,14,0,142.23
3103,US-2017-003103,07-07-2017,09-07-2017,First Class,C-0037,Customer_37,Consumer,United States,North Carolina,East,Technology,Copiers,3130.4,5,0,920.15
3104,US-2017-003104,07-02-2017,08-02-2017,First Class,C-0018,Customer_18,Consumer,United States,California,West,Furniture,Tables,788.53,1,0,84.02
3105,US-2014-003105,22-11-2014,23-11-2014,First Class,C-0048,Customer_48,Consumer,United States,North Carolina,East,Office Supplies,Envelopes,658.88,8,0,238.19
3106,US-2016-003106,11-10-2016,14-10-2016,First Class,C-0033,Customer_33,Corporate,United States,Wisconsin,Central,Office Supplies,Appliances,1351.49,12,0.2,51.23
3107,US-2015-003107,02-03-2015,03-03-2015,Second Class,C-0161,Customer_161,Home Office,United States,Texas,Central,Furniture,Bookcases,7032.86,12,0.2,-770.68
3108,US-2016-003108,22-03-2016,24-03-2016,Standard Class,C-0193,Customer_193,Home Office,United States,Utah,West,Office Supplies,Paper,1459.59,11,0,437.23
3109,US-2014-003109,08-01-2014,14-01-2014,Standard Class,C-0066,Customer_66,Consumer,United States,Florida,South,Furniture,Tables,652,1,0,105.75
3110,US-2015-003110,23-12-2015,29-12-2015,Same Day,C-0153,Customer_153,Corporate,United States,North Carolina,East,Furniture,Bookcases,1230.65,5,0,94.65
3111,US-2017-003111,31-10-2017,07-11-2017,First Class,C-0123,Customer_123,Corporate,United States,Minnesota,Central,Technology,Phones,1971.24,4,0,507.92
3112,US-2017-003112,14-06-2017,18-06-2017,Standard Class,C-0043,Customer_43,Consumer,United States,Virginia,East,Office Supplies,Supplies,19.8,2,0,5.75
3113,US-2016-003113,17-01-2016,23-01-2016,First Class,C-0076,Customer_76,Corporate,United States,Illinois,Central,Furniture,Furnishings,5785.67,14,0.1,-249.47
3114,US-2014-003114,20-04-2014,26-04-2014,Second Class,C-0024,Customer_24,Consumer,United States,North Carolina,East,Furniture,Furnishings,573.17,2,0.1,-0.05
3115,US-2016-003115,02-10-2016,05-10-2016,Standard Class,C-0112,Customer_112,Corporate,United States,Arizona,West,Technology,Accessories,1872.2,4,0,465.47
3116,US-2016-003116,18-06-2016,19-06-2016,First Class,C-0068,Customer_68,Consumer,United States,Alabama,South,Office Supplies,Storage,362.48,8,0,109.19
3117,US-2017-003117,11-02-2017,15-02-2017,First Class,C-0135,Customer_135,Home Office,United States,Mississippi,South,Technology,Copiers,5429.87,8,0.3,-566.97
3118,US-2015-003118,25-12-2015,29-12-2015,Standard Class,C-0104,Customer_104,Consumer,United States,Pennsylvania,East,Furniture,Furnishings,550.88,1,0,91.58
3119,US-2015-003119,06-01-2015,13-01-2015,Second Class,C-0141,Customer_141,Corporate,United States,Utah,West,Technology,Phones,1656.21,2,0.3,-73.09
3120,US-2017-003120,11-02-2017,18-02-2017,First Class,C-0138,Customer_138,Consumer,United States,Massachusetts,East,Technology,Copiers,11813.23,13,0,3553.79
3121,US-2016-003121,08-01-2016,14-01-2016,Same Day,C-0051,Customer_51,Home Office,United States,Washington,West,Technology,Machines,3365.01,10,0.1,673.05
3122,US-2015-003122,20-04-2015,21-04-2015,Second Class,C-0009,Customer_9,Home Office,United States,Virginia,East,Furniture,Bookcases,649.04,4,0.3,-174.88
3123,US-2014-003123,19-08-2014,24-08-2014,First Class,C-0187,Customer_187,Consumer,United States,Massachusetts,East,Furniture,Chairs,9054.36,14,0,773.26
3124,US-2016-003124,15-08-2016,20-08-2016,Standard Class,C-0008,Customer_8,Consumer,United States,California,West,Furniture,Tables,4923.44,8,0,619.92
3125,US-2014-003125,20-06-2014,26-06-2014,Same Day,C-0097,Customer_97,Consumer,United States,Illinois,Central,Furniture,Chairs,3206.74,12,0.1,-44.44
3126,US-2017-003126,18-03-2017,21-03-2017,Second Class,C-0161,Customer_161,Home Office,United States,Louisiana,South,Office Supplies,Fasteners,227.56,2,0.1,51.31
3127,US-2017-003127,12-11-2017,16-11-2017,First Class,C-0196,Customer_196,Consumer,United States,Georgia,South,Furniture,Tables,3756.33,10,0.1,-14.57
3128,US-2016-003128,10-01-2016,17-01-2016,Same Day,C-0125,Customer_125,Corporate,United States,Virginia,East,Furniture,Tables,317.68,2,0.2,-51.17
3129,US-2015-003129,27-03-2015,03-04-2015,Standard Class,C-0019,Customer_19,Consumer,United States,Nevada,West,Office Supplies,Fasteners,1070.9,9,0.1,179.82
3130,US-2017-003130,29-05-2017,03-06-2017,Standard Class,C-0034,Customer_34,Home Office,United States,Minnesota,Central,Technology,Accessories,12568.32,11,0.3,-1489.37
3131,US-2015-003131,04-04-2015,09-04-2015,Standard Class,C-0025,Customer_25,Home Office,United States,Florida,South,Technology,Phones,2341.8,6,0.4,-513.37
3132,US-2017-003132,20-06-2017,22-06-2017,Standard Class,C-0106,Customer_106,Corporate,United States,Washington,West,Furniture,Furnishings,3575.47,5,0.1,-147.66
3133,US-2015-003133,28-05-2015,04-06-2015,Same Day,C-0101,Customer_101,Home Office,United States,Louisiana,South,Technology,Copiers,14771.04,12,0,4326.2
3134,US-2016-003134,12-09-2016,14-09-2016,Standard Class,C-0147,Customer_147,Consumer,United States,Wisconsin,Central,Technology,Machines,3929.81,7,0.4,-832.77
3135,US-2017-003135,11-04-2017,17-04-2017,Same Day,C-0116,Customer_116,Home Office,United States,Indiana,Central,Technology,Phones,275.72,2,0,68.76
3136,US-2014-003136,28-04-2014,01-05-2014,Same Day,C-0058,Customer_58,Corporate,United States,Oregon,West,Office Supplies,Paper,692.1,10,0.4,-83.34
3137,US-2016-003137,12-01-2016,18-01-2016,Same Day,C-0121,Customer_121,Corporate,United States,Louisiana,South,Technology,Machines,3018.19,10,0.3,-244.81
3138,US-2017-003138,20-10-2017,25-10-2017,Standard Class,C-0175,Customer_175,Home Office,United States,California,West,Furniture,Bookcases,9745.47,14,0.1,-286.9
3139,US-2016-003139,06-11-2016,09-11-2016,Same Day,C-0106,Customer_106,Corporate,United States,Missouri,Central,Technology,Copiers,8107.63,9,0.2,438.5
3140,US-2017-003140,11-10-2017,16-10-2017,Same Day,C-0017,Customer_17,Consumer,United States,Massachusetts,East,Technology,Machines,7545.76,4,0,2479.77
3141,US-2017-003141,28-11-2017,30-11-2017,Same Day,C-0152,Customer_152,Corporate,United States,Massachusetts,East,Furniture,Tables,1231.85,5,0,106.95
3142,US-2015-003142,20-12-2015,25-12-2015,Same Day,C-0102,Customer_102,Home Office,United States,Arizona,West,Furniture,Furnishings,9134.19,13,0,945.19
3143,US-2017-003143,09-04-2017,15-04-2017,First Class,C-0100,Customer_100,Corporate,United States,New Jersey,East,Furniture,Bookcases,4847.04,8,0,747.39
3144,US-2015-003144,17-10-2015,23-10-2015,Standard Class,C-0071,Customer_71,Consumer,United States,Illinois,Central,Furniture,Bookcases,6303.36,12,0,929.53
3145,US-2017-003145,19-02-2017,25-02-2017,First Class,C-0044,Customer_44,Corporate,United States,Arizona,West,Office Supplies,Storage,1839.09,11,0,569.82
3146,US-2014-003146,25-02-2014,27-02-2014,Same Day,C-0160,Customer_160,Home Office,United States,Mississippi,South,Furniture,Bookcases,8569.6,13,0,1342.77
